tickers,probability
KNSL,0.7272727272727273
KNX,0.4166666666666667
KO,0.47058823529411764
KOD,0.5
KODK,0.4666666666666667
KOF,0.35294117647058826
KOPN,0.5714285714285714
KOS,0.3888888888888889
KPTI,0.4666666666666667
KR,0.5
KRC,0.3333333333333333
KRNT,0.46153846153846156
KRNY,0.2727272727272727
KRO,0.5
KSS,0.7333333333333333
KT,0.5833333333333334
KTB,0.4444444444444444
KTOS,0.35294117647058826
KURA,0.5
KW,0.8181818181818182
KYMR,0.47619047619047616
L,0.5
LAD,0.5454545454545454
LADR,0.625
LAMR,0.4375
LANC,0.5714285714285714
LAND,0.5833333333333334
LASR,0.5555555555555556
LAUR,0.5454545454545454
LAZR,0.35714285714285715
LBAI,0.4166666666666667
LBRDK,0.5714285714285714
LBRT,0.35294117647058826
LBTYA,0.3125
LBTYK,0.47368421052631576
LC,0.5
LCII,0.3888888888888889
LCTX,0.25
LDOS,0.6666666666666666
LEA,0.3
LEG,0.24
LEGN,0.625
LEN,0.6363636363636364
LESL,0.4
LEVI,0.75
LGND,0.5833333333333334
LH,0.45454545454545453
LHX,0.125
LI,0.5882352941176471
LII,0.5384615384615384
LILA,0.35294117647058826
LILAK,0.4444444444444444
LIND,0.4117647058823529
LITE,0.2631578947368421
LIVN,0.2777777777777778
LKQ,0.3076923076923077
LL,0.4117647058823529
LLY,0.35294117647058826
LMND,0.3333333333333333
LMT,0.4
LNC,0.5
LNG,0.5833333333333334
LNT,0.4444444444444444
LNTH,0.5
LOB,0.46153846153846156
LOCO,0.46153846153846156
LOGI,0.5
LOPE,0.2727272727272727
LOW,0.46153846153846156
LPG,0.6875
LPL,0.5882352941176471
LPLA,0.6363636363636364
LPRO,0.38461538461538464
LPSN,0.8
LPX,0.7857142857142857
LQDA,0.5714285714285714
LQDT,0.46153846153846156
LRCX,0.6363636363636364
LRN,0.7857142857142857
LSCC,0.4375
LSPD,0.4
LSTR,0.5714285714285714
LTC,0.7857142857142857
LU,0.5384615384615384
LULU,0.5
LUMN,0.5
LUNG,0.23529411764705882
LW,0.3125
LX,0.6
LXP,0.47368421052631576
LXRX,0.5
LYB,0.6428571428571429
LYFT,0.5
M,0.26666666666666666
MA,0.46153846153846156
MAC,0.6153846153846154
MAIN,0.4375
MAN,0.6
MANU,0.75
MAR,0.3333333333333333
MARA,0.5
MARK,0.3333333333333333
MAS,0.3157894736842105
MASI,0.7272727272727273
MAT,0.35714285714285715
MATW,0.8
MATX,0.5714285714285714
MAX,0.3125
MAXN,0.5714285714285714
MBI,0.3
MC,0.4666666666666667
MCD,0.46153846153846156
MCFT,0.5
MCHP,0.6428571428571429
MCK,0.5294117647058824
MCRB,0.45454545454545453
MCS,0.4375
MCY,0.3333333333333333
MD,0.15384615384615385
MDB,0.4444444444444444
MDC,0.5
MDGL,0.6666666666666666
MDRX,0.6875
MDT,0.375
MDXG,0.3333333333333333
MED,0.6666666666666666
MEDP,0.5
MEG,0.7857142857142857
MELI,0.6428571428571429
MESA,0.6
MET,0.6428571428571429
META,0.5333333333333333
MFA,0.4444444444444444
MFG,0.4
MGEE,0.3157894736842105
MGM,0.5714285714285714
MGNI,0.20833333333333334
MGNX,0.5
MGY,0.4
MHK,0.5384615384615384
MHO,0.5
MIDD,0.375
MITK,0.6363636363636364
MITT,0.4666666666666667
MKC,0.5
MKL,0.6428571428571429
MKSI,0.3125
MKTX,0.36
MLCO,0.4117647058823529
MLM,0.5
MMC,0.38095238095238093
MMM,0.5882352941176471
MMS,0.5
MMSI,0.4583333333333333
MMYT,0.29411764705882354
MNKD,0.375
MNRO,0.42857142857142855
MNSO,0.35294117647058826
MNST,0.7
MO,0.5
MOD,0.5714285714285714
MODN,0.2222222222222222
MOH,0.5833333333333334
MOMO,0.6923076923076923
MORF,0.4375
MOS,0.3
MOV,0.5
MP,0.35714285714285715
MPC,0.47058823529411764
MPLN,0.35294117647058826
MPW,0.5263157894736842
MPWR,0.35714285714285715
MRAM,0.8
MRC,0.20833333333333334
MRCY,0.3888888888888889
MREO,0.29411764705882354
MRK,0.5
MRNA,0.5384615384615384
MRNS,0.75
MRO,0.5625
MRSN,0.55
MRTN,0.5
MRVI,0.47368421052631576
MRVL,0.42857142857142855
MS,0.4666666666666667
MSCI,0.6923076923076923
MSFT,0.6666666666666666
MSGS,0.6153846153846154
MSI,0.5454545454545454
MSM,0.5714285714285714
MSTR,0.29411764705882354
MTA,0.13333333333333333
MTB,0.7
MTCH,0.6153846153846154
MTDR,0.47058823529411764
MTG,0.42857142857142855
MTH,0.6923076923076923
MTN,0.7272727272727273
MTSI,0.4
MTW,0.75
MTX,0.6
MTZ,0.4117647058823529
MUFG,0.5
MUR,0.7
MUSA,0.36363636363636365
MUX,0.5714285714285714
MVIS,0.6666666666666666
MWA,0.35714285714285715
MX,0.3333333333333333
MXL,0.7142857142857143
MYE,0.3333333333333333
MYGN,0.5454545454545454
MYRG,0.46153846153846156
NAK,0.4
NARI,0.8571428571428571
NAT,0.23809523809523808
NAVI,0.4444444444444444
NBIX,0.6666666666666666
NBR,0.3333333333333333
NBTB,0.6923076923076923
NCLH,0.5
NCMI,0.42857142857142855
NCNO,0.5833333333333334
NDAQ,0.4375
NDSN,0.6153846153846154
NEE,0.42857142857142855
NEM,0.5714285714285714
NEO,0.3333333333333333
NEOG,0.6428571428571429
NEP,0.5
NET,0.5
NEWT,0.5
NEXT,0.42857142857142855
NFBK,0.5555555555555556
NFE,0.5882352941176471
NFG,0.36363636363636365
NG,0.4090909090909091
NGM,0.9166666666666666
NGVT,0.26666666666666666
NHI,0.3333333333333333
NI,0.5454545454545454
NICE,0.5625
NIO,0.6363636363636364
NIU,0.35294117647058826
NJR,0.47058823529411764
NKE,0.5714285714285714
NKLA,0.5625
NKTR,0.4666666666666667
NKTX,0.5625
NLY,0.3
NMFC,0.5263157894736842
NMIH,0.5833333333333334
NMR,0.3333333333333333
NMRK,0.6428571428571429
NNDM,0.6428571428571429
NNN,0.35714285714285715
NNOX,0.42857142857142855
NOC,0.375
NOG,0.5
NOV,0.5333333333333333
NOW,0.35294117647058826
NR,0.3333333333333333
NRG,0.2727272727272727
NRIX,0.5833333333333334
NSA,0.3125
NSC,0.45454545454545453
NSP,0.4375
NSTG,0.7272727272727273
NTAP,0.4117647058823529
NTB,0.4375
NTCT,0.55
NTES,0.5454545454545454
NTGR,0.5294117647058824
NTLA,0.4444444444444444
NTNX,0.7272727272727273
NTRA,0.7142857142857143
NTRS,0.47368421052631576
NTST,0.5
NUE,0.5
NUS,0.7272727272727273
NVCR,0.4
NVDA,0.38461538461538464
NVR,0.26666666666666666
NVST,0.43478260869565216
NVT,0.6153846153846154
NVTA,0.5714285714285714
NWBI,0.5714285714285714
NWE,0.5384615384615384
NWL,0.5384615384615384
NWN,0.6875
NWS,0.6363636363636364
NWSA,0.3333333333333333
NX,0.4
NXE,0.75
NXPI,0.46153846153846156
NYCB,0.5333333333333333
NYMT,0.625
NYT,0.4117647058823529
O,0.7
OC,0.6428571428571429
OCGN,0.6363636363636364
OCSL,0.2
OCUL,0.25
ODFL,0.6428571428571429
ODP,0.3076923076923077
OEC,0.3888888888888889
OFG,0.18181818181818182
OGE,0.8181818181818182
OGI,0.4
OGS,0.6428571428571429
OI,0.42105263157894735
OII,0.6470588235294118
OKE,0.6428571428571429
OKTA,0.4
OLED,0.46153846153846156
OLLI,0.46153846153846156
OLN,0.5555555555555556
OMC,0.3076923076923077
OMCL,0.38095238095238093
OMER,0.6
OMF,0.5
OMI,0.5
ON,0.6153846153846154
ONB,0.35714285714285715
ONTO,0.3181818181818182
OPCH,0.5384615384615384
OPI,0.4375
OPK,0.4444444444444444
OPRX,0.6
OR,0.5
ORA,0.6666666666666666
ORC,0.45
ORCL,0.75
ORGO,0.38461538461538464
ORLY,0.5
ORMP,0.22727272727272727
OSBC,0.3684210526315789
OSK,0.47619047619047616
OSPN,0.7
OSW,0.5625
OTEX,0.7
OTIS,0.35294117647058826
OTTR,0.6363636363636364
OXLC,0.5263157894736842
OXM,0.5
OXSQ,0.2777777777777778
OXY,0.5384615384615384
OZK,0.3333333333333333
PAAS,0.47058823529411764
PACB,0.55
PACK,0.5714285714285714
PAG,0.5
PAGP,0.2777777777777778
PAGS,0.8333333333333334
PAM,0.6923076923076923
PANW,0.3333333333333333
PAR,0.2222222222222222
PARR,0.6666666666666666
PATK,0.3333333333333333
PAYC,0.46153846153846156
PAYX,0.5
PB,0.42857142857142855
PBH,0.5
PBI,0.35294117647058826
PBR,0.5384615384615384
PBYI,0.23529411764705882
PCAR,0.6153846153846154
PCG,0.8571428571428571
PCH,0.6666666666666666
PCRX,0.35714285714285715
PCTY,0.5625
PCVX,0.25
PD,0.4117647058823529
PDCO,0.4117647058823529
PDD,0.5263157894736842
PDFS,0.5
PDSB,0.3333333333333333
PEAK,0.6
PEG,0.625
PEGA,0.6923076923076923
PEN,0.5
PENN,0.47058823529411764
PEP,0.6
PERI,0.6428571428571429
PETQ,0.4
PETS,0.47058823529411764
PFC,0.75
PFE,0.5714285714285714
PFG,0.8461538461538461
PFGC,0.7333333333333333
PFLT,0.26666666666666666
PFS,0.631578947368421
PFSI,0.7692307692307693
PG,0.5384615384615384
PGEN,0.5
PGNY,0.35714285714285715
PGRE,0.25
PGTI,0.3888888888888889
PH,0.6428571428571429
PHM,0.47368421052631576
PHUN,0.18181818181818182
PI,0.3333333333333333
PII,0.3333333333333333
PINC,0.8181818181818182
PINS,0.6153846153846154
PJT,0.5555555555555556
PK,0.4375
PKG,0.7272727272727273
PKX,0.4444444444444444
PLAB,0.46153846153846156
PLAY,0.3888888888888889
PLCE,0.5833333333333334
PLD,0.3333333333333333
PLMR,0.75
PLNT,0.5
PLTR,0.375
PLUG,0.35714285714285715
PLYA,0.2222222222222222
PLYM,0.5454545454545454
PM,0.75
PMT,0.7
PMVP,0.6666666666666666
PNC,0.6153846153846154
PNFP,0.5882352941176471
PNNT,0.2857142857142857
PNR,0.23529411764705882
PNTG,0.7
PNW,0.11764705882352941
PODD,0.36363636363636365
POOL,0.42857142857142855
POR,0.6153846153846154
POST,0.5
POWI,0.23529411764705882
PPBI,0.46153846153846156
PPC,0.3
PPG,0.8
PPL,0.4166666666666667
PRAA,0.35294117647058826
PRDO,0.375
PRFT,0.4666666666666667
PRG,0.4166666666666667
PRGO,0.4117647058823529
PRGS,0.5
PRI,0.42857142857142855
PRIM,0.6666666666666666
PRLB,0.6428571428571429
PRO,0.5384615384615384
PRPL,0.4375
PRTA,0.375
PRTS,0.5833333333333334
PRU,0.4444444444444444
PSA,0.6666666666666666
PSEC,0.42857142857142855
PSMT,0.26666666666666666
PSN,0.45
PSNL,0.23076923076923078
PSTG,0.46153846153846156
PSTX,0.5
PSX,0.6
PTC,0.4
PTCT,0.3125
PTEN,0.47368421052631576
PTGX,0.42105263157894735
PTON,0.4666666666666667
PTVE,0.5454545454545454
PUBM,0.5454545454545454
PUMP,0.4666666666666667
PVH,0.6666666666666666
PWR,0.4117647058823529
PXD,0.5
PYPL,0.46153846153846156
PZZA,0.2222222222222222
QCOM,0.3888888888888889
QD,0.5
QDEL,0.3333333333333333
QFIN,0.3684210526315789
QGEN,0.75
QLYS,0.5
QNST,0.36363636363636365
QRTEA,0.36363636363636365
QRVO,0.6428571428571429
QS,0.42105263157894735
QTRX,0.5384615384615384
QTWO,0.47058823529411764
QUAD,0.5454545454545454
R,0.7142857142857143
RACE,0.5833333333333334
RAPT,0.4
RARE,0.42105263157894735
RBBN,0.8333333333333334
RC,0.375
RCKT,0.5
RCL,0.3333333333333333
RCM,0.6153846153846154
RCUS,0.35294117647058826
RDFN,0.6111111111111112
RDN,0.45454545454545453
RDNT,0.5333333333333333
RDWR,0.5
RDY,0.25
REAL,0.5384615384615384
REG,0.9090909090909091
REGN,0.5454545454545454
REI,0.38461538461538464
REPL,0.4375
RES,0.5384615384615384
REVG,0.5
REXR,0.42857142857142855
REYN,0.7272727272727273
REZI,0.26666666666666666
RF,0.4444444444444444
RGA,0.4117647058823529
RGEN,0.25
RGLD,0.5384615384615384
RGNX,0.8
RGP,0.15
RGR,0.38461538461538464
RH,0.4375
RHI,0.5
RIG,0.375
RILY,0.42857142857142855
RIOT,0.6153846153846154
RJF,0.5833333333333334
RKT,0.5714285714285714
RL,0.75
RLGT,0.3333333333333333
RLI,0.6428571428571429
RLJ,0.5384615384615384
RMAX,0.38461538461538464
RMBS,0.4090909090909091
RMD,0.5833333333333334
RMNI,0.5555555555555556
RNA,0.5833333333333334
RNG,0.42105263157894735
RNR,0.75
RNST,0.36363636363636365
ROAD,0.26666666666666666
ROCK,0.6
ROK,0.6
ROKU,0.4444444444444444
ROL,0.25
ROP,0.3076923076923077
ROST,0.9090909090909091
RPAY,0.4166666666666667
RPD,0.29411764705882354
RPM,0.3125
RPRX,0.6363636363636364
RRC,0.7692307692307693
RRGB,0.3684210526315789
RRR,0.35294117647058826
RS,0.3333333333333333
RSG,0.46153846153846156
RTX,0.75
RUN,0.3333333333333333
RVLV,0.2777777777777778
RVMD,0.5833333333333334
RVNC,0.6666666666666666
RWT,0.6666666666666666
RXT,0.42105263157894735
RYAM,0.47058823529411764
RYN,0.7142857142857143
RYTM,0.5
SA,0.5714285714285714
SACH,0.6470588235294118
SAGE,0.6428571428571429
SAH,0.4666666666666667
SAIA,0.4166666666666667
SAM,0.6666666666666666
SAND,0.6
SANM,0.29411764705882354
SAP,0.3125
SASR,0.4444444444444444
SATS,0.2727272727272727
SAVE,0.3333333333333333
SB,0.6428571428571429
SBAC,0.375
SBCF,0.4375
SBGI,0.4375
SBH,0.6666666666666666
SBLK,0.5294117647058824
SBRA,0.5384615384615384
SBS,0.35
SBSI,0.4166666666666667
SBSW,0.47058823529411764
SBUX,0.35294117647058826
SCCO,0.4
SCHL,0.5833333333333334
SCHW,0.5384615384615384
SCI,0.5
SCS,0.5333333333333333
SCVL,0.6470588235294118
SDGR,0.38461538461538464
SE,0.4444444444444444
SEAS,0.6363636363636364
SEDG,0.47619047619047616
SEE,0.45454545454545453
SEER,1.0
SEM,0.5384615384615384
SENS,0.3333333333333333
SF,0.7
SFIX,0.5333333333333333
SFL,0.4782608695652174
SFM,0.5
SFNC,0.4666666666666667
SGH,0.4444444444444444
SGMO,0.30434782608695654
SGRY,0.4
SHAK,0.43478260869565216
SHC,0.2857142857142857
SHEN,0.8333333333333334
SHO,0.6923076923076923
SHOO,0.5454545454545454
SHOP,0.6428571428571429
SHW,0.5
SIBN,0.23809523809523808
SID,0.4375
SIG,0.42857142857142855
SIGI,0.625
SILK,0.375
SILV,0.6428571428571429
SIMO,0.38461538461538464
SIRI,0.6666666666666666
SITC,0.43478260869565216
SITE,0.4666666666666667
SITM,0.42857142857142855
SIX,0.7272727272727273
SJM,0.4090909090909091
SJW,0.5333333333333333
SKM,0.75
SKX,0.5333333333333333
SKY,0.5
SKYW,0.45454545454545453
SLAB,0.6
SLG,0.375
SLGN,0.4444444444444444
SLM,0.2222222222222222
SLQT,0.4666666666666667
SLRC,0.5
SM,0.4117647058823529
SMAR,0.6666666666666666
SMCI,0.6842105263157895
SMFG,0.3
SMG,0.3333333333333333
SMPL,0.5882352941176471
SMTC,0.23529411764705882
SNA,0.5
SNAP,0.5833333333333334
SNBR,0.4117647058823529
SNDL,0.4666666666666667
SNDR,0.4166666666666667
SNDX,0.23809523809523808
SNOW,0.26666666666666666
SNPS,0.46153846153846156
SNV,0.375
SNX,0.5454545454545454
SO,0.8
SOI,0.42857142857142855
SOLO,0.2857142857142857
SON,0.4
SONO,0.5384615384615384
SPB,0.6
SPCE,0.25
SPG,0.35714285714285715
SPGI,0.4666666666666667
SPLK,0.375
SPOT,0.4444444444444444
SPR,0.46153846153846156
SPRO,0.6363636363636364
SPSC,0.3157894736842105
SPT,0.5714285714285714
SPTN,0.5625
SPWH,0.3333333333333333
SPWR,0.5
SPXC,0.375
SQ,0.3888888888888889
SQM,0.5384615384615384
SR,0.42857142857142855
SRCL,0.5714285714285714
SRE,0.7692307692307693
SRG,0.7692307692307693
SRRK,0.5333333333333333
SSB,0.5
SSD,0.5384615384615384
SSL,0.35294117647058826
SSNC,0.6
SSP,0.7777777777777778
SSTK,0.5384615384615384
SSYS,0.6363636363636364
ST,0.4090909090909091
STAG,0.45454545454545453
STC,0.4117647058823529
STE,0.5294117647058824
STKL,0.47368421052631576
STLD,0.375
STM,0.5
STNE,0.15789473684210525
STNG,0.4166666666666667
STOK,0.3333333333333333
STRA,0.38461538461538464
STRL,0.5
STRO,0.2222222222222222
STWD,0.42105263157894735
STZ,0.6
SUI,0.5333333333333333
SUM,0.5555555555555556
SUPN,0.36363636363636365
SUZ,0.4666666666666667
SVC,0.5333333333333333
SWAV,0.2631578947368421
SWBI,0.4666666666666667
SWI,0.23529411764705882
SWK,0.6666666666666666
SWKS,0.5
SWN,0.5384615384615384
SWTX,0.8333333333333334
SWX,0.5
SXC,0.35
SXT,0.35
SYF,0.46153846153846156
SYK,0.5333333333333333
SYNA,0.5833333333333334
T,0.3076923076923077
TAK,0.18181818181818182
TAL,0.5
TALO,0.7
TBI,0.6
TBLT,0.375
TBPH,0.5333333333333333
TCBI,0.5294117647058824
TCMD,0.5333333333333333
TCOM,0.5714285714285714
TCPC,0.5294117647058824
TCS,0.4666666666666667
TD,0.5625
TDC,0.3333333333333333
TDG,0.35294117647058826
TDOC,0.4583333333333333
TDS,0.5
TDY,0.5333333333333333
TEAM,0.5
TECH,0.5
TECK,0.631578947368421
TEL,0.7272727272727273
TELL,0.5
TENB,0.2631578947368421
TER,0.3333333333333333
TEVA,0.6666666666666666
TEX,0.5384615384615384
TFC,0.7
TFII,0.4666666666666667
TFSL,0.4
TFX,0.22727272727272727
TG,0.6923076923076923
TGB,0.5833333333333334
TGH,0.375
TGI,0.6
TGNA,0.5294117647058824
TGT,0.35294117647058826
TGTX,0.5833333333333334
THC,0.2631578947368421
THG,0.5
THO,0.5333333333333333
THR,0.38461538461538464
THRM,0.6923076923076923
THS,0.75
TIGR,0.5882352941176471
TILE,0.4
TIMB,0.3888888888888889
TITN,0.2777777777777778
TJX,0.6363636363636364
TK,0.5
TKR,0.5714285714285714
TLK,0.3333333333333333
TLRY,0.35294117647058826
TLYS,0.4666666666666667
TME,1.0
TMHC,0.5625
TMST,0.35294117647058826
TMUS,0.4375
TNDM,0.6111111111111112
TNET,0.5
TNK,0.6153846153846154
TNP,0.47368421052631576
TOL,0.4375
TOWN,0.42857142857142855
TPC,0.3333333333333333
TPH,0.5833333333333334
TPIC,0.3333333333333333
TPR,0.3076923076923077
TPVG,0.2857142857142857
TPX,0.8
TR,0.75
TREX,0.7142857142857143
TRIP,0.5714285714285714
TRMB,0.6666666666666666
TRMK,0.6666666666666666
TRN,0.5714285714285714
TRNO,0.7272727272727273
TROW,0.5714285714285714
TROX,0.5833333333333334
TRUE,0.375
TRUP,0.4117647058823529
TRV,0.4666666666666667
TRVG,0.47368421052631576
TSCO,0.8571428571428571
TSE,0.6153846153846154
TSEM,0.3157894736842105
TSLA,0.5
TSLX,0.625
TSM,0.26666666666666666
TSN,0.5333333333333333
TT,0.3333333333333333
TTC,0.5833333333333334
TTD,0.2631578947368421
TTEC,0.3888888888888889
TTEK,0.4
TTGT,0.6
TTI,0.4090909090909091
TTMI,0.42857142857142855
TTOO,0.38461538461538464
TTWO,0.42857142857142855
TU,0.375
TUP,0.5333333333333333
TV,0.4
TW,0.3076923076923077
TWI,0.4375
TWLO,0.28
TWO,0.7
TWOU,0.5333333333333333
TWST,0.4
TX,0.4117647058823529
TXG,0.8
TXN,0.4666666666666667
TXRH,0.5714285714285714
TXT,0.5714285714285714
TYL,0.4375
U,0.2857142857142857
UA,0.5
UAA,0.6363636363636364
UAL,0.47058823529411764
UBER,0.8333333333333334
UBS,0.26666666666666666
UBSI,0.6153846153846154
UCBI,0.46153846153846156
UCTT,0.5
UDR,0.5789473684210527
UE,0.6923076923076923
UEC,0.6153846153846154
UFPI,0.46153846153846156
UGI,0.5454545454545454
UGP,0.5714285714285714
UHS,0.3888888888888889
UIS,0.4117647058823529
ULTA,0.6
UMBF,0.5294117647058824
UMC,0.43478260869565216
UMH,0.625
UNFI,0.8
UNH,0.3076923076923077
UNIT,0.3333333333333333
UNM,0.5454545454545454
UNP,0.3333333333333333
UPS,0.6153846153846154
UPWK,0.5454545454545454
URBN,0.35294117647058826
URI,0.3333333333333333
USB,0.47058823529411764
USFD,0.4090909090909091
USM,0.5714285714285714
UTHR,0.4666666666666667
UTZ,0.6470588235294118
UUUU,0.4666666666666667
UVE,0.42857142857142855
UVV,0.4
V,0.23076923076923078
VAC,0.55
VALE,0.6428571428571429
VBIV,0.4666666666666667
VBTX,0.3888888888888889
VC,0.2777777777777778
VCEL,0.47058823529411764
VCYT,0.35294117647058826
VECO,0.6428571428571429
VEEV,0.375
VERI,0.4166666666666667
VET,0.47368421052631576
VFC,0.35714285714285715
VFF,0.7142857142857143
VGR,0.3888888888888889
VIAV,0.35
VICI,0.6153846153846154
VICR,0.5625
VIPS,0.47058823529411764
VIR,0.2857142857142857
VIRT,0.5714285714285714
VITL,0.6111111111111112
VIV,0.46153846153846156
VKTX,0.21428571428571427
VLO,0.47058823529411764
VLRS,0.5
VLY,0.4
VMC,0.4375
VNDA,0.5
VNET,0.35294117647058826
VNO,0.29411764705882354
VNOM,0.5833333333333334
VNT,0.47058823529411764
VOD,0.45
VOYA,0.5333333333333333
VRA,0.6363636363636364
VREX,0.6
VRM,0.5333333333333333
VRNS,0.5555555555555556
VRNT,0.19047619047619047
VRRM,0.5625
VRSK,0.2777777777777778
VRSN,0.3684210526315789
VRTX,0.35714285714285715
VSAT,0.5833333333333334
VSH,0.4
VST,0.4166666666666667
VSTO,0.4375
VTGN,0.5
VTR,0.42857142857142855
VTRS,0.2
VUZI,0.5625
VVI,0.6666666666666666
VVV,0.3888888888888889
VXRT,0.35
VYGR,0.5714285714285714
VZ,0.5
W,0.4117647058823529
WAB,0.42857142857142855
WAFD,0.35
WAL,0.6428571428571429
WAT,0.5833333333333334
WB,0.6111111111111112
WBA,0.6153846153846154
WBS,0.7058823529411765
WCC,0.5454545454545454
WD,0.3333333333333333
WDAY,0.5384615384615384
WDC,0.21052631578947367
WEC,0.4666666666666667
WELL,0.5454545454545454
WEN,0.47368421052631576
WERN,0.6
WEX,0.30434782608695654
WGO,0.5
WH,0.6
WHD,0.5416666666666666
WHR,0.5
WING,0.35714285714285715
WIRE,0.5
WIT,0.2857142857142857
WIX,0.8333333333333334
WK,0.6923076923076923
WKHS,0.4117647058823529
WLK,0.38095238095238093
WM,0.4666666666666667
WMB,0.2222222222222222
WMG,0.46153846153846156
WMS,0.4444444444444444
WMT,0.38461538461538464
WNC,0.6
WNS,0.42857142857142855
WOR,0.3157894736842105
WOW,0.5454545454545454
WPC,0.4
WPM,0.4666666666666667
WRB,0.3076923076923077
WRK,0.5384615384615384
WSBC,0.2777777777777778
WSC,0.5833333333333334
WSO,0.6153846153846154
WSR,0.5833333333333334
WST,0.23529411764705882
WTFC,0.4
WTI,0.5384615384615384
WTRG,0.5333333333333333
WTTR,0.5
WU,0.6666666666666666
WVE,0.38461538461538464
WW,0.4375
WWD,0.4166666666666667
WWW,0.45
WY,0.55
WYNN,0.3888888888888889
X,0.3125
XAIR,0.5294117647058824
XEL,0.35294117647058826
XELA,0.9090909090909091
XENE,0.5833333333333334
XERS,0.7058823529411765
XNCR,0.5625
XOM,0.3333333333333333
XP,0.6153846153846154
XPEL,0.5294117647058824
XPEV,0.6153846153846154
XPO,0.6
XRAY,0.7
XRX,0.5714285714285714
XYL,0.7857142857142857
YELP,0.4666666666666667
YETI,0.5714285714285714
YEXT,0.5
YPF,0.46153846153846156
YSG,0.55
YUM,0.5625
YUMC,0.42105263157894735
YY,0.5625
ZBH,0.5333333333333333
ZBRA,0.4
ZI,0.5454545454545454
ZION,0.5
ZM,0.7
ZNTL,0.4666666666666667
ZOM,0.5
ZS,0.5714285714285714
ZUO,0.47058823529411764
ZYME,0.3333333333333333
ZYXI,
